app_id,app_pkg,app_name,category_id,data_safety_content,privacy_policy_content,result
46,,Soul,0,"{'data_shared': [], 'data_collected': [], 'security_practices': []}",Soul App的特色在于基于用户的性格及兴趣进行定向匹配，如果您拒绝回答此类性格测试题目，将导致注册失败，您无法继续注册并使用本产品与/或服务。,"{""incorrect"": 1, ""incomplete"": 0, ""inconsistent"": 0}"
47,,Soul,0,"{'data_shared': [], 'data_collected': [], 'security_practices': []}",当您通过提供上述信息完成注册环节并获得Soul账号后，即视为您已经成功登录Soul App并始终处于登录状态，为了保护您的账号安全，您同意我们基于风控目的处理您的账号信息，另外，为了便于公众为公共利益实施监督，您理解并同意我们在您的账号主页面展示互联网协议（IP）地址归属地信息，境内展示对应的省级信息，境外展示对应的国家（地区）信息，信息以网络运营商数据为准。,"{""incorrect"": 1, ""incomplete"": 0, ""inconsistent"": 0}"
48,,Soul,0,"{'data_shared': [], 'data_collected': [], 'security_practices': []}",请您理解，该信息不会泄露您的详细地址。,"{""incorrect"": 0, ""incomplete"": 0, ""inconsistent"": 0}"
49,,Soul,0,"{'data_shared': [], 'data_collected': [], 'security_practices': []}",如您需要退出登录状态并重新登录的，需要您在输入手机号码后，输入注册时设置的登录密码或选择接收短信验证码完成登录。,"{""incorrect"": 0, ""incomplete"": 0, ""inconsistent"": 0}"
50,,Soul,0,"{'data_shared': [], 'data_collected': [], 'security_practices': []}","您也可以选择一键登录的方式进行登录，基于我们与通信运营商及相关第三方的合作，当您使用""一键登录""功能时，经过您的同意，我们会使用运营商及相关第三方提供的功能，将您设备中的手机号码作为您的注册、登录账号并免于密码或动态验证码核验，为您提供快捷的注册、登录服务。","{""incorrect"": 1, ""incomplete"": 0, ""inconsistent"": 0}"
51,,Soul,0,"{'data_shared': [], 'data_collected': [], 'security_practices': []}",此方式下收集您个人信息的详细情况，请您参见本政策第1.5节的内容。,"{""incorrect"": 1, ""incomplete"": 0, ""inconsistent"": 0}"
52,,Soul,0,"{'data_shared': [], 'data_collected': [], 'security_practices': []}","如果您不希望使用""一键登录""功能，可以通过其他方式注册、登录Soul App。","{""incorrect"": 0, ""incomplete"": 0, ""inconsistent"": 0}"
53,,Soul,0,"{'data_shared': [], 'data_collected': [], 'security_practices': []}",找回密码,"{""incorrect"": 0, ""incomplete"": 0, ""inconsistent"": 0}"
54,,Soul,0,"{'data_shared': [], 'data_collected': [], 'security_practices': []}",当您需要找回密码时，您需要提供您注册时提供的手机号码及接收到的短信验证码，用于核实您的身份。,"{""incorrect"": 1, ""incomplete"": 0, ""inconsistent"": 0}"
55,,Soul,0,"{'data_shared': [], 'data_collected': [], 'security_practices': []}",通过核验后，您需要设置新的密码代替原密码以便于您下次选择手机号码加密码的方式登录Soul App。,"{""incorrect"": 0, ""incomplete"": 0, ""inconsistent"": 0}"
56,,Soul,0,"{'data_shared': [], 'data_collected': [], 'security_practices': []}",手机号换绑,"{""incorrect"": 1, ""incomplete"": 0, ""inconsistent"": 0}"
57,,Soul,0,"{'data_shared': [], 'data_collected': [], 'security_practices': []}",实名认证及年龄更正,"{""incorrect"": 1, ""incomplete"": 0, ""inconsistent"": 0}"
58,,Soul,0,"{'data_shared': [], 'data_collected': [], 'security_practices': []}",当您使用Soul App中某些特定类型的产品与/或服务（包括：作为「群聊派对」（详情请查阅关键词定义）的发起人、作为文字群组的群主、「社区SSR认证」（详情请查阅关键词定义）、加入校园吧、使用「Soul游乐园」及Soul接入的第三方游戏服务、封号申诉和境外手机登录场景等）时，您需要向我们提供您本人的真实姓名及身份证号码信息。,"{""incorrect"": 1, ""incomplete"": 0, ""inconsistent"": 0}"
59,,Soul,0,"{'data_shared': [], 'data_collected': [], 'security_practices': []}",如您属于在Soul App更新前注册为未成年人但实际年龄已满18周岁的用户，希望将您注册时填写的年龄修改为您实际年龄的，您也需要进行上述实名认证，认证通过后可更改为与身份证一致的年龄。,"{""incorrect"": 0, ""incomplete"": 0, ""inconsistent"": 0}"
60,,Soul,0,"{'data_shared': [], 'data_collected': [], 'security_practices': []}",信息内容发布、浏览、点赞和分享功能,"{""incorrect"": 1, ""incomplete"": 0, ""inconsistent"": 0}"
61,,Soul,0,"{'data_shared': [], 'data_collected': [], 'security_practices': []}","为了提升您发布「瞬间」的体验，在您点击""发布""确认上传之前，我们会将该内容临时加载至服务器并通过技术方式自动识别您输入的内容并向您推荐相关的话题，以帮助更多用户在您""发布""后发现您的「瞬间」，若您不接受推荐的，可以通过本协议第3.5条关闭。","{""incorrect"": 1, ""incomplete"": 0, ""inconsistent"": 0}"
62,,Soul,0,"{'data_shared': [], 'data_collected': [], 'security_practices': []}",如果你取消发布或因其他原因未成功上传，我们会立即删除该内容。,"{""incorrect"": 0, ""incomplete"": 0, ""inconsistent"": 0}"
63,,Soul,0,"{'data_shared': [], 'data_collected': [], 'security_practices': []}","当您在""同城""等功能中浏览信息时，我们将仅基于用户的IP地址展示相关信息内容。","{""incorrect"": 1, ""incomplete"": 0, ""inconsistent"": 0}"
64,,Soul,0,"{'data_shared': [], 'data_collected': [], 'security_practices': []}",IP地址仅对应到城市/区县位置，未经用户同意，不会使用或泄露用户的定位信息。,"{""incorrect"": 1, ""incomplete"": 0, ""inconsistent"": 0}"
65,,Soul,0,"{'data_shared': [], 'data_collected': [], 'security_practices': []}",聊天与匹配功能,"{""incorrect"": 1, ""incomplete"": 0, ""inconsistent"": 0}"
66,,Soul,0,"{'data_shared': [], 'data_collected': [], 'security_practices': []}",您可以通过Soul App中提供的匹配或「聊天」功能与其他用户进行交流。,"{""incorrect"": 0, ""incomplete"": 0, ""inconsistent"": 0}"
67,,Soul,0,"{'data_shared': [], 'data_collected': [], 'security_practices': []}",在您开启「奇遇铃」功能或使用定位相关的匹配功能，我们将申请使用您的地理位置信息用于匹配附近的好友。,"{""incorrect"": 1, ""incomplete"": 0, ""inconsistent"": 0}"
68,,Soul,0,"{'data_shared': [], 'data_collected': [], 'security_practices': []}",若您拒绝授权位置权限但开启「奇遇铃」时，我们将基于您的IP地址进行模糊地理位置匹配。,"{""incorrect"": 1, ""incomplete"": 0, ""inconsistent"": 0}"
69,,Soul,0,"{'data_shared': [], 'data_collected': [], 'security_practices': []}",您可以在「奇遇铃」设置中随时关闭该功能。,"{""incorrect"": 0, ""incomplete"": 0, ""inconsistent"": 0}"
70,,Soul,0,"{'data_shared': [], 'data_collected': [], 'security_practices': []}",您可以通过Soul App 提供的匹配与「聊天」功能（包含「群聊派对」、「文字群组」等多人聊天功能）与其他用户进行聊天交流，您可以按不同的聊天场景选择文字聊天和/或语音聊天的方式，并且可以按您的需求上传图片、音频及视频（「视频匹配」、「语音匹配」、「群聊派对」等仅可进行视频/语音聊天的场景除外）。,"{""incorrect"": 1, ""incomplete"": 0, ""inconsistent"": 0}"
71,,Soul,0,"{'data_shared': [], 'data_collected': [], 'security_practices': []}","如果您希望同步满足一定触发条件的用户（如聊满一颗爱心）的最近50条聊天记录，您可以通过点击""设置-辅助功能-消息同步""开启；","{""incorrect"": 1, ""incomplete"": 0, ""inconsistent"": 0}"
72,,Soul,0,"{'data_shared': [], 'data_collected': [], 'security_practices': []}","如果您希望同步和所有用户的聊天记录，您可以通过点击""聊天设置-消息云漫游""（目前仅限""超级星人""使用）开启。","{""incorrect"": 1, ""incomplete"": 0, ""inconsistent"": 0}"
73,,Soul,0,"{'data_shared': [], 'data_collected': [], 'security_practices': []}",请您理解，根据适用法律法规的要求，我们会将您发布/发送的文本信息、录制/上传的图片、音频、视频用于内容合法合规性审核及未成年人保护，并且会将这些内容用于用户投诉举报时留存的证据。,"{""incorrect"": 1, ""incomplete"": 0, ""inconsistent"": 0}"
74,,Soul,0,"{'data_shared': [], 'data_collected': [], 'security_practices': []}",如果您不希望提供上述信息，您将无法使用相应功能。,"{""incorrect"": 0, ""incomplete"": 0, ""inconsistent"": 0}"
75,,Soul,0,"{'data_shared': [], 'data_collected': [], 'security_practices': []}",同时，请您知悉，对于您在「广场」中发布/发送的文本信息、上传的图片、音频、视频，我们不但会进行内容合法合规性审核，还会提取关键词信息，用于实现本政策第1.1.1（8）款所述的功能，但您可以根据本政策第3.5条的指引进行关闭。,"{""incorrect"": 1, ""incomplete"": 0, ""inconsistent"": 0}"
76,,Soul,0,"{'data_shared': [], 'data_collected': [], 'security_practices': []}","""摇一摇""、""抖一抖""等动作互动","{""incorrect"": 1, ""incomplete"": 0, ""inconsistent"": 0}"
77,,Soul,0,"{'data_shared': [], 'data_collected': [], 'security_practices': []}","您可以通过""摇一摇""、""抖一抖""等动作参与Soul App的互动场景或实现互动效果（包括奇遇铃、星球摇一摇、旋转相机拍摄、广告互动），我们将使用您的设备传感器信息（包括陀螺仪传感器信息、加速度传感器信息、重力传感器信息），以识别您的动作，为您展示互动场景或实现互动效果。","{""incorrect"": 1, ""incomplete"": 0, ""inconsistent"": 0}"
78,,Soul,0,"{'data_shared': [], 'data_collected': [], 'security_practices': []}",但请您理解，单独的设备传感器信息不属于您的个人信息。,"{""incorrect"": 0, ""incomplete"": 0, ""inconsistent"": 0}"
79,,Soul,0,"{'data_shared': [], 'data_collected': [], 'security_practices': []}",个性化匹配和推荐,"{""incorrect"": 1, ""incomplete"": 0, ""inconsistent"": 0}"
80,,Soul,0,"{'data_shared': [], 'data_collected': [], 'security_practices': []}",个性化匹配和推荐是Soul App的核心特色之一。,"{""incorrect"": 1, ""incomplete"": 0, ""inconsistent"": 0}"
81,,Soul,0,"{'data_shared': [], 'data_collected': [], 'security_practices': []}",为了向您提供更优质和更符合您需求的服务，让您对Soul产品与/或服务有更好的使用体验，在法律法规允许的前提下，我们可能会根据您使用本产品时主动提供的、经您同意后由我们合作方提供的，以及我们主动采集的您的个人信息，进行数据分析，进行综合统计并通过特定算法进行用户特征与偏好分析，形成画像，以便为您展示或提供您感兴趣的、更加符合您实际需求的信息或为您推送更适合您的特定功能和/或服务，具体来说：,"{""incorrect"": 1, ""incomplete"": 0, ""inconsistent"": 0}"
82,,Soul,0,"{'data_shared': [], 'data_collected': [], 'security_practices': []}",智能辅助聊天：为了提供智能辅助聊天服务，我们会使用您注册时提供的基本资料（包括昵称、年龄/生日、性别、所在地、引力签）、您使用服务期间产生的行为数据（包括注册时间、「瞬间」、互动记录、网络日志），用于完善算法功能，以根据您的选择提供智能辅助聊天服务（如AI苟蛋、异世界回响）。,"{""incorrect"": 1, ""incomplete"": 0, ""inconsistent"": 0}"
83,,Soul,0,"{'data_shared': [], 'data_collected': [], 'security_practices': []}",若您希望了解Soul App提供本功能的模型基础信息，请参考《SoulX模型服务协议》。,"{""incorrect"": 0, ""incomplete"": 0, ""inconsistent"": 0}"
84,,Soul,0,"{'data_shared': [], 'data_collected': [], 'security_practices': []}",个性化内容：为了向您展示、推荐或推送您可能感兴趣的图文视频/群组/派对/「瞬间」话题，提供搜索结果，推荐商品和服务，我们会使用您注册时提供的基本资料（包括年龄/生日、性别、所在地、引力签、学业情况）、您使用服务期间产生的行为数据（包括注册时间、「瞬间」、用户互动记录、网络日志）、消费情况和设备信息，形成用户属性分类，并对不同属性的用户采用不同的内容展示策略。,"{""incorrect"": 1, ""incomplete"": 0, ""inconsistent"": 0}"
85,,Soul,0,"{'data_shared': [], 'data_collected': [], 'security_practices': []}",例如，若您在引力签中说明您喜欢旅游，则我们可能更多地向您展示带有旅游话题标签的内容；,"{""incorrect"": 1, ""incomplete"": 0, ""inconsistent"": 0}"
86,,Soul,0,"{'data_shared': [], 'data_collected': [], 'security_practices': []}",个性化广告：为了向您展示、推荐或推送与您的偏好有更高匹配及关联程度的广告，我们会使用您注册时提供的基本资料（包括年龄/生日、性别、所在地、时区、引力签）、您使用服务期间产生的行为数据（包括广告点击、转化情况、网络日志）设备信息和网络类型，形成用户特征标签，并根据广告主指定的目标人群类型，通过系统自动化地将广告投放给相关人群用户。,"{""incorrect"": 1, ""incomplete"": 0, ""inconsistent"": 0}"
87,,Soul,0,"{'data_shared': [], 'data_collected': [], 'security_practices': []}",例如，若您是女性用户，则我们可能会向您投放化妆品类广告；,"{""incorrect"": 1, ""incomplete"": 0, ""inconsistent"": 0}"
88,,Soul,0,"{'data_shared': [], 'data_collected': [], 'security_practices': []}",个性化匹配：为了在「用户匹配」功能如灵魂匹配、恋爱铃等中向您展示、推荐或推送与您有更高相关程度的用户，我们会使用您注册时提供的基本资料（包括年龄/生日、性别、所在地、引力签）、您使用服务期间产生的行为数据（包括「瞬间」、用户互动、匹配记录、网络日志）、消费情况和设备信息，形成用户画像，并为用户提供爱好相似等合适的聊天对象。,"{""incorrect"": 1, ""incomplete"": 0, ""inconsistent"": 0}"
89,,Soul,0,"{'data_shared': [], 'data_collected': [], 'security_practices': []}",例如，若您的所在地位于北京，则我们可能会为您匹配同样位于北京的用户。,"{""incorrect"": 1, ""incomplete"": 0, ""inconsistent"": 0}"
90,,Soul,0,"{'data_shared': [], 'data_collected': [], 'security_practices': []}",提示您知悉，当您使用Soul App「用户匹配」功能时，您可以选择希望聊天的好友性别。,"{""incorrect"": 0, ""incomplete"": 0, ""inconsistent"": 0}"
91,,Soul,0,"{'data_shared': [], 'data_collected': [], 'security_practices': []}",如不提供此类信息不会影响您使用正常匹配功能，但可能无法准确匹配感兴趣性别的聊天对象。,"{""incorrect"": 0, ""incomplete"": 0, ""inconsistent"": 0}"
92,,Soul,0,"{'data_shared': [], 'data_collected': [], 'security_practices': []}",如果您要求退出个性化匹配和推荐相关的自动化决策模式的，您可以按照本政策第3.5条的方式处理。,"{""incorrect"": 0, ""incomplete"": 0, ""inconsistent"": 0}"
93,,Soul,0,"{'data_shared': [], 'data_collected': [], 'security_practices': []}",搜索功能,"{""incorrect"": 1, ""incomplete"": 0, ""inconsistent"": 0}"
94,,Soul,0,"{'data_shared': [], 'data_collected': [], 'security_practices': []}",意见反馈,"{""incorrect"": 0, ""incomplete"": 0, ""inconsistent"": 0}"
95,,Soul,0,"{'data_shared': [], 'data_collected': [], 'security_practices': []}","如您有任何关于本产品与/或服务的反馈意见，您可以在Soul App中通过""自己""- ""设置""- ""帮助和反馈""-""意见建议""进行反馈。","{""incorrect"": 0, ""incomplete"": 0, ""inconsistent"": 0}"
96,,Soul,0,"{'data_shared': [], 'data_collected': [], 'security_practices': []}",您需要提供您的意见描述、上传证明照片用于帮助我们知悉您提出的问题并寻找对应的解决方案。,"{""incorrect"": 1, ""incomplete"": 0, ""inconsistent"": 0}"
97,,Soul,0,"{'data_shared': [], 'data_collected': [], 'security_practices': []}",为了能及时对您提出的意见进行反馈，您需要向我们提供您的手机号码，以便于我们可以及时联系到您。,"{""incorrect"": 1, ""incomplete"": 0, ""inconsistent"": 0}"
98,,Soul,0,"{'data_shared': [], 'data_collected': [], 'security_practices': []}",营销活动,"{""incorrect"": 1, ""incomplete"": 0, ""inconsistent"": 0}"
99,,Soul,0,"{'data_shared': [], 'data_collected': [], 'security_practices': []}",为了更好地向您提供服务，我们可能会通过短信的方式合理地向您发送商业性服务信息。,"{""incorrect"": 1, ""incomplete"": 0, ""inconsistent"": 0}"
100,,Soul,0,"{'data_shared': [], 'data_collected': [], 'security_practices': []}",如果您不想收到此类商业性营销活动信息，您可以通过短信提示回复「退订」或通过本政策第8条的方式联系我们进行退订或关闭，退订成功后我们将不再向您发送此类型的短信。,"{""incorrect"": 1, ""incomplete"": 0, ""inconsistent"": 0}"
101,,Soul,0,"{'data_shared': [], 'data_collected': [], 'security_practices': []}",为了方便您了解产品和服务的相关情况和优惠，我们会基于您的消费记录和使用偏好通过产品和服务展示页面、站内信等方式向您推荐营销活动信息。,"{""incorrect"": 1, ""incomplete"": 0, ""inconsistent"": 0}"
102,,Soul,0,"{'data_shared': [], 'data_collected': [], 'security_practices': []}",如果您不同意接收个性化的营销信息，可以按照本协议第3.5条的方式拒绝。,"{""incorrect"": 1, ""incomplete"": 0, ""inconsistent"": 0}"
103,,Soul,0,"{'data_shared': [], 'data_collected': [], 'security_practices': []}",为了给您提供更好的使用体验，我们会为您提供下述扩展业务功能，在您使用此类功能时，我们会基于特定目的收集您的个人信息。,"{""incorrect"": 1, ""incomplete"": 0, ""inconsistent"": 0}"
104,,Soul,0,"{'data_shared': [], 'data_collected': [], 'security_practices': []}",如您不提供此类信息，您将无法使用下述扩展业务功能，但不会影响您基本业务功能的正常使用。,"{""incorrect"": 0, ""incomplete"": 0, ""inconsistent"": 0}"
105,,Soul,0,"{'data_shared': [], 'data_collected': [], 'security_practices': []}",Soul拍相机/录制表情包,"{""incorrect"": 1, ""incomplete"": 0, ""inconsistent"": 0}"
106,,Soul,0,"{'data_shared': [], 'data_collected': [], 'security_practices': []}",您在使用「Soul 拍相机/录制表情包」拍摄相应照片或进行录像时，我们会在您的设备本地处理识别您摄像头所拍摄的具体内容，以为您提供针对性的贴纸、特效渲染等效果。,"{""incorrect"": 1, ""incomplete"": 0, ""inconsistent"": 0}"
107,,Soul,0,"{'data_shared': [], 'data_collected': [], 'security_practices': []}",提示您注意，若您拍摄/录制的内容包含他人的个人信息的，请您确保已经获得个人信息主体的同意；,"{""incorrect"": 1, ""incomplete"": 0, ""inconsistent"": 0}"
