app_id,app_pkg,app_name,category_id,data_safety_content,privacy_policy_content,right_claim,method_claim,app_test_candidate,right_types,execution_channels,path_text,target_data,access_copy_type,time_limit,dynamic_test_goal,usability_risk,reason
78,,Keep,0,"【参考上下文：簇内语义聚合】以下为与当前隐私政策句同属 HDBSCAN 簇 #8 的其它句子汇总（不含当前句）。仅用于辅助理解主题；最终仍只对当前句抽取 Lab3 行权字段。

本应用的扩展功能为跑步、骑行、行走、社区、饮食工具、身体测试、商城、会员、智能硬件、Keepland、Keep 团队版、站内活动等相关功能。
【同簇句】
社区
【同簇句】
运动计划服务
【同簇句】
分享功能
【同簇句】
团队功能
【同簇句】
Keep团队版账号
【同簇句】
团队活动
【同簇句】
内容发布功能（运动圈）
【同簇句】
团队内部的奖品发放
【同簇句】
体态评估功能",自启动功能,1,0,0,"[""inform_decision""]",[],,自启动功能,,,,unknown,句子提及自启动功能，属于个人信息处理中的知情权信号，但未说明具体数据或用户控制方式，无执行路径。
79,,Keep,0,"【参考上下文：簇内语义聚合】以下为与当前隐私政策句同属 HDBSCAN 簇 #8 的其它句子汇总（不含当前句）。仅用于辅助理解主题；最终仍只对当前句抽取 Lab3 行权字段。

本应用的扩展功能为跑步、骑行、行走、社区、饮食工具、身体测试、商城、会员、智能硬件、Keepland、Keep 团队版、站内活动等相关功能。
【同簇句】
社区
【同簇句】
运动计划服务
【同簇句】
分享功能
【同簇句】
团队功能
【同簇句】
Keep团队版账号
【同簇句】
团队活动
【同簇句】
内容发布功能（运动圈）
【同簇句】
团队内部的奖品发放
【同簇句】
自启动功能",体态评估功能,1,0,0,"[""inform_decision""]",[],,体态评估功能相关数据,,,,unknown,句子提及体态评估功能，暗示该功能涉及个人信息处理，属于知情权信号，但未说明具体数据、处理方式或用户执行路径。
80,,Keep,0,"【参考上下文：簇内语义聚合】以下为与当前隐私政策句同属 HDBSCAN 簇 #1 的其它句子汇总（不含当前句）。仅用于辅助理解主题；最终仍只对当前句抽取 Lab3 行权字段。

1 存储权限
【同簇句】
2 相册权限
【同簇句】
3 相机权限
【同簇句】
4 位置权限
【同簇句】
5 麦克风权限
【同簇句】
6 电话权限
【同簇句】
7 网络权限
【同簇句】
8 通知权限
【同簇句】
10 日历权限",(四) Keep App获取的权限,1,0,0,"[""inform_decision""]",[],,存储权限、相册权限、相机权限、位置权限、麦克风权限、电话权限、网络权限、通知权限、日历权限,,,,unknown,句子仅告知App获取的权限列表，属于知情权信号，但未提供用户控制或执行方式。
81,,Keep,0,"【参考上下文：簇内语义聚合】以下为与当前隐私政策句同属 HDBSCAN 簇 #1 的其它句子汇总（不含当前句）。仅用于辅助理解主题；最终仍只对当前句抽取 Lab3 行权字段。

(四) Keep App获取的权限
【同簇句】
2 相册权限
【同簇句】
3 相机权限
【同簇句】
4 位置权限
【同簇句】
5 麦克风权限
【同簇句】
6 电话权限
【同簇句】
7 网络权限
【同簇句】
8 通知权限
【同簇句】
10 日历权限",1 存储权限,1,0,0,"[""inform_decision""]",[],,存储权限,,,,unknown,句子仅提及存储权限，属于知情权信号，但未说明具体处理方式或用户执行路径。
82,,Keep,0,"【参考上下文：簇内语义聚合】以下为与当前隐私政策句同属 HDBSCAN 簇 #4 的其它句子汇总（不含当前句）。仅用于辅助理解主题；最终仍只对当前句抽取 Lab3 行权字段。

交易信息
【同簇句】
日志信息
【同簇句】
（2）WRITE_EXTERNAL_STORAGE（写入外置存储器）
【同簇句】
信息存储的地点
【同簇句】
信息存储的期限
【同簇句】
Cookie 还能存储用户使用偏好及其他信息。
【同簇句】
日志文件
【同簇句】
和大部分网站一样，我们收集特定信息并保存在日志文件中。
【同簇句】
本地存储- HTML5/Flash
【同簇句】
我们使用本地存储对象 (LSO)，例如HTML5或Flash，来存储内容。
【同簇句】
各种浏览器提供了各自的管理工具来删除HTML5本地存储对象。",（1）READ_EXTERNAL_STORAGE（读取外置存储器）,1,0,0,"[""inform_decision""]",[],,READ_EXTERNAL_STORAGE（读取外置存储器）,,,,unknown,句子告知了读取外置存储器的权限类型，属于个人信息处理的知情内容，但未提供用户执行方式或控制路径。
83,,Keep,0,"【参考上下文：簇内语义聚合】以下为与当前隐私政策句同属 HDBSCAN 簇 #4 的其它句子汇总（不含当前句）。仅用于辅助理解主题；最终仍只对当前句抽取 Lab3 行权字段。

交易信息
【同簇句】
日志信息
【同簇句】
（1）READ_EXTERNAL_STORAGE（读取外置存储器）
【同簇句】
信息存储的地点
【同簇句】
信息存储的期限
【同簇句】
Cookie 还能存储用户使用偏好及其他信息。
【同簇句】
日志文件
【同簇句】
和大部分网站一样，我们收集特定信息并保存在日志文件中。
【同簇句】
本地存储- HTML5/Flash
【同簇句】
我们使用本地存储对象 (LSO)，例如HTML5或Flash，来存储内容。
【同簇句】
各种浏览器提供了各自的管理工具来删除HTML5本地存储对象。",（2）WRITE_EXTERNAL_STORAGE（写入外置存储器）,1,0,0,"[""inform_decision""]",[],,WRITE_EXTERNAL_STORAGE（写入外置存储器）,,,,unknown,句子告知了写入外置存储器的权限，属于个人信息处理的知情内容，但未提供用户执行方式或控制路径。
84,,Keep,0,"【参考上下文：簇内语义聚合】以下为与当前隐私政策句同属 HDBSCAN 簇 #2 的其它句子汇总（不含当前句）。仅用于辅助理解主题；最终仍只对当前句抽取 Lab3 行权字段。

如您拒绝开启的，仅会使您无法使用该功能，但并不影响您正常使用 Keep 的其他功能。
【同簇句】
同时，您也可以随时通过相关功能设置取消该权限。
【同簇句】
拒绝提供该权限仅会使您无法使用上述功能，但不影响 Keep 其他功能与服务的正常使用；
【同簇句】
同时，您也可以随时通过相关功能设置拒绝/取消该权限。
【同簇句】
拒绝提供该权限仅会使您无法使用上述功能，但不影响 Keep 其他功能与服务的正常使用；
【同簇句】
如您拒绝提供权限和内容的，仅会使您无法使用该功能，但并不影响您正常使用 Keep 的其他功能。
【同簇句】
同时，您也可以随时通过相关功能设置取消该权限。
【同簇句】
如您拒绝提供的，仅会使您无法使用该功能，但并不影响您正常使用 Keep 的其他功能。
【同簇句】
同时，您也可以随时通过相关功能设置取消该权限。
【同簇句】
如您拒绝授权的，仅会使您无法使用该对应功能，但并不影响您正常使用 Keep 的其他功能。
【同簇句】
同时,您也可以随时通过相关功能设置取消该权限授权。
【同簇句】
若您拒绝提供该权限仅会使您无法使用上述功能，但不影响 Keep 其他功能与服务的正常使用；
【同簇句】
若您拒绝仅会使您无法使用已撤回授权的功能，但不影响 Keep 其他功能与服务的正常使用；
【同簇句】
您可以重置您的浏览器拒绝所有的Cookie ，或者在发送 Cookie 时提示。
【同簇句】
但如果没有 Cookie ，某些网站功能或服务可能无法正常工作。
【同簇句】
如不同意，请你不要使用Keep App。",您也可以随时通过相关功能设置拒绝/取消该权限。,1,1,1,"[""consent"", ""withdraw_consent""]","[""app_ui""]",相关功能设置,该权限,,,验证 App 内是否存在相关功能设置入口，可拒绝或取消权限,medium,句子声明用户可随时通过功能设置拒绝/取消权限，属于决定权/撤回同意信号，但路径描述较模糊，未指明具体设置位置，可用性风险中等。
85,,Keep,0,"【参考上下文：簇内语义聚合】以下为与当前隐私政策句同属 HDBSCAN 簇 #2 的其它句子汇总（不含当前句）。仅用于辅助理解主题；最终仍只对当前句抽取 Lab3 行权字段。

如您拒绝开启的，仅会使您无法使用该功能，但并不影响您正常使用 Keep 的其他功能。
【同簇句】
同时，您也可以随时通过相关功能设置取消该权限。
【同簇句】
您也可以随时通过相关功能设置拒绝/取消该权限。
【同簇句】
同时，您也可以随时通过相关功能设置拒绝/取消该权限。
【同簇句】
拒绝提供该权限仅会使您无法使用上述功能，但不影响 Keep 其他功能与服务的正常使用；
【同簇句】
如您拒绝提供权限和内容的，仅会使您无法使用该功能，但并不影响您正常使用 Keep 的其他功能。
【同簇句】
同时，您也可以随时通过相关功能设置取消该权限。
【同簇句】
如您拒绝提供的，仅会使您无法使用该功能，但并不影响您正常使用 Keep 的其他功能。
【同簇句】
同时，您也可以随时通过相关功能设置取消该权限。
【同簇句】
如您拒绝授权的，仅会使您无法使用该对应功能，但并不影响您正常使用 Keep 的其他功能。
【同簇句】
同时,您也可以随时通过相关功能设置取消该权限授权。
【同簇句】
若您拒绝提供该权限仅会使您无法使用上述功能，但不影响 Keep 其他功能与服务的正常使用；
【同簇句】
若您拒绝仅会使您无法使用已撤回授权的功能，但不影响 Keep 其他功能与服务的正常使用；
【同簇句】
您可以重置您的浏览器拒绝所有的Cookie ，或者在发送 Cookie 时提示。
【同簇句】
但如果没有 Cookie ，某些网站功能或服务可能无法正常工作。
【同簇句】
如不同意，请你不要使用Keep App。",拒绝提供该权限仅会使您无法使用上述功能，但不影响 Keep 其他功能与服务的正常使用；,1,0,0,"[""inform_decision"", ""consent""]",[],,上述功能所需权限,,,,unknown,句子说明拒绝权限的后果，属于知情权和决定权相关说明，但未提供具体执行路径或操作入口。
86,,Keep,0,"【参考上下文：簇内语义聚合】以下为与当前隐私政策句同属 HDBSCAN 簇 #7 的其它句子汇总（不含当前句）。仅用于辅助理解主题；最终仍只对当前句抽取 Lab3 行权字段。

如果您在安装及/或使用过程中拒绝授予我们相应权限的，我们并不会收集您上述对应的信息。
【同簇句】
但当您取消该授权后，我们将不再收集该信息，也无法再为您提供上述与之对应的服务；
【同簇句】
我们保证在未获得您的授权同意情况下，不会将您的画像信息提供给任何第三方向您推送个性化展示的广告信息。
【同簇句】
除此之外，我们不会上传你剪切板的其他信息至我们的服务器。
【同簇句】
但当您取消该授权后，我们将不再收集该信息，也无法再为您提供上述与之对应的服务；
【同簇句】
当您取消该授权后，我们将不再收集该信息，也无法再为您提供上述与之对应的服务；
【同簇句】
但当您取消该授权后，我们将不再收集该信息，也无法再为您提供上述与之对应的服务；
【同簇句】
任何通过使用""运动与健身""而获得的信息，包括体重和心率数据，我们将不会分享给任何第三方，包括广告商及其他代理商，也不会将""运动与健身""的信息用于市场、广告及类似服务中。
【同簇句】
当您取消该授权后，我们将不再收集该信息，也无法再为您提供上述与之对应的服务；
【同簇句】
但当您取消该授权后，我们将不再访问该权限，也无法再为您提供上述与之对应的服务；
【同簇句】
1 我们不会根据敏感类别（例如种族、宗教、性取向或健康状况）向您展示广告。
【同簇句】
2 我们不会与广告主分享可用于识别您个人身份的信息，例如您的姓名或电子邮件地址（除非经您授权同意）；
【同簇句】
3 在任何时候、任何情况下都不会擅自向任何第三方传输或共享您的个人信息，我们只会在法律允许的范围内使用根据本协议获得的信息。
【同簇句】
4 Keep App服务中的第三方服务由外部第三方主体提供，Keep App无法获得您在使用该类第三方服务时产生的信息。
【同簇句】
5 除非经过您的单独同意，否则我们不会向任何人提供您的个人信息。
【同簇句】
但当您取消该授权后，我们将不再收集该信息，也无法再为您提供上述与之对应的服务；
【同簇句】
Keep App不对因您未能保持个人信息的私密性而导致第三方访问您的个人信息进而造成的安全疏漏承担责任。
【同簇句】
您撤回隐私政策授权后，我们将不再处理您的个人信息。
【同簇句】
但我们对于第三方提供的产品或服务没有控制权。
【同簇句】
我们无法控制第三方掌握的您的任何个人信息。
【同簇句】
您在使用第三方产品或服务过程中的信息保护问题，不适用于本政策的管理。
【同簇句】
本政策也不适用于您自行选择提供给第三方的任何信息。
【同簇句】
我们不直接向儿童提供服务，也不将儿童的个人信息用于营销目的。
【同簇句】
但当您取消该授权后，我们将不再为您提供收集该信息，也无法再为您提供升级体验功能服务和扩展功能服务，仅为您提供基本业务功能服务。
【同簇句】
本政策的标题仅为方便阅读而设计，不影响本政策任何条款的含义或解释。",但当您取消该授权后，我们将不再收集该信息，也无法再为您提供上述与之对应的服务；,1,0,0,"[""withdraw_consent""]",[],,该信息（指代授权对应的个人信息）,,,,high,句子说明取消授权后不再收集信息，属于撤回同意权信号，但未提供任何具体执行路径或渠道，可用性风险高。
87,,Keep,0,"【参考上下文：簇内语义聚合】以下为与当前隐私政策句同属 HDBSCAN 簇 #5 的其它句子汇总（不含当前句）。仅用于辅助理解主题；最终仍只对当前句抽取 Lab3 行权字段。

若您对本政策有任何问题，请联系：feedback@keep.com，我们会在收到您联系后的15个工作日内完成核查和处理。
【同簇句】
但除非您依照法律的规定删除了您的信息，否则您的取消行为不会影响我们基于您之前的授权进行的信息的处理、存储。
【同簇句】
但除非您依照法律的规定删除了您的信息，否则您的取消行为不会影响我们基于您之前的授权进行的信息的存储或处理。
【同簇句】
但除非您依照法律的规定删除了您的信息，否则您的取消行为不会影响我们基于您之前的授权进行的信息的处理、存储。
【同簇句】
但除非您依照法律的规定删除了您的信息，否则您的取消行为不会影响我们基于您之前的授权进行的信息的处理、存储。
【同簇句】
但除非您依照法律的规定删除了您的信息，否则您的取消行为不会影响我们基于您之前的授权进行的信息处理、存储。
【同簇句】
且除非您依照法律的规定删除了您的信息，否则您的取消行为不会影响我们基于您之前的授权进行的信息的存储或处理。
【同簇句】
您可以自行删除您上传、发布或分享的信息，如要求我们为您删除您的相关信息，请发送邮件到 feedback@keep.com 与我们联络并提出您的要求，我们会在收到后15个工作日内完成并核查和处理。
【同簇句】
且除非您依照法律的规定删除了您的信息，否则您的取消行为不会影响我们基于您之前的授权进行的信息的存储或处理。
【同簇句】
您可以自行从 Keep 账号中删除您的内容或个人信息，或要求我们删除或修改信息，例如您想要删除个人账号，可以发送邮件到 feedback@keep.com 与我们联络并提出您的要求，我们将在收到后15个工作日内联络您并完成核查和处理。
【同簇句】
因此，如果您删除了某些内容，我们可能会在15个工作日内从我们现用的和备用的系统中删除其副本。
【同簇句】
您可以随时复制、导出个人账号名下的内容或将其用于非 Keep 服务，您可以发邮件到 feedback@keep.com 与我们联络并提出您的要求，我们会在收到您联系后的15个工作日内完成核查和处理。
【同簇句】
我们将会在您做出请求后的合理时间内处理您的请求，并且会根据您的请求，此后不再收集、使用和/或披露您的个人信息。
【同簇句】
但您撤回同意或授权的决定，不会影响我们此前基于您的同意而开展的个人信息处理活动的有效性。
【同簇句】
同时，我们将删除您的全部个人信息，除非您重新注册Keep账号，否则将无法继续使用Keep提供的产品功能，请您谨慎操作。
【同簇句】
如果发现个人信息可能被泄露，您可以通过 Keep App 投诉举报，我们将在15个工作日内联络您并完成核查和处理；
【同簇句】
我们设立了个人信息保护工作部门，您可以通过邮箱 feedback@keep.com 或电话 010-86399205 与我们联系，我们将在15个工作日内联络您并完成核查和处理。
【同簇句】
如果发现 Keep App互联网算法推荐存在算法歧视、""大数据杀熟""、流量造假、诱导沉迷等影响正常传播秩序、市场秩序和社会秩序等违规等行为，您可以通过 Keep App 投诉举报，我们将在15个工作日内联络您并完成核查和处理。",但除非您依照法律的规定删除了您的信息，否则您的取消行为不会影响我们基于您之前的授权进行的信息的存储或处理。,1,0,0,"[""inform_decision""]",[],,信息,,,,unknown,句子说明取消授权不影响之前基于授权进行的信息存储或处理，属于知情权说明，但未提供用户执行方式或具体路径。
88,,Keep,0,"【参考上下文：簇内语义聚合】以下为与当前隐私政策句同属 HDBSCAN 簇 #1 的其它句子汇总（不含当前句）。仅用于辅助理解主题；最终仍只对当前句抽取 Lab3 行权字段。

(四) Keep App获取的权限
【同簇句】
1 存储权限
【同簇句】
3 相机权限
【同簇句】
4 位置权限
【同簇句】
5 麦克风权限
【同簇句】
6 电话权限
【同簇句】
7 网络权限
【同簇句】
8 通知权限
【同簇句】
10 日历权限",2 相册权限,0,0,0,[],[],,,,,,unknown,句子仅列出权限名称，未声明任何用户权利或执行方式，属于权限列表标题，不涉及个人信息处理或用户权利内容。
89,,Keep,0,"【参考上下文】本句在句向量聚类中为噪声点（未归入稠密簇）。下列为同文档中抽取的若干其它句子，仅作 Lab3 行权方式识别的弱参照。

We're sorry but this site doesn't work properly without JavaScript enabled.
【同簇句】
Please enable it to continue.
【同簇句】
更新日期：2023 年 11 月 06 日
【同簇句】
生效日期：2023 年 11 月 06 日
【同簇句】
北京卡路里科技有限公司及关联公司（以下简称「Keep App」或「我们」）非常重视您的个人信息，并让您对个人信息拥有控制权，我们会使用强大的加密技术来保护您的隐私，同时制定严格的政策来管理所有数据。
【同簇句】
当您访问 Keep App 时，或使用我们提供的服务前，您需要同意本政策中关于我们如何收集、使用、储存和分享您的相关信息的规定。
【同簇句】
如果您不同意本隐私政策中的任何内容，请立即停止使用或访问我们的产品和服务。
【同簇句】
若您对本政策有任何问题，请联系：feedback@keep.com，我们会在收到您联系后的15个工作日内完成核查和处理。
【同簇句】
Keep网页及App的运营者为北京卡路里科技有限公司或其关联公司。
【同簇句】
注册地址为北京市朝阳区望京街9号商业楼1层V段号031室、032室。
【同簇句】
我们将逐一说明我们收集的您的个人信息类型及其对应的用途，以便您了解我们针对某一特定功能所收集的具体个人信息的类别、使用理由及收集方式。
【同簇句】
ii.
【同簇句】
当您使用一些功能时，我们会在获得您的单独同意后，收集您的一些敏感信息，除非按照相关法律法规要求必须收集，拒绝提供这些信息仅会使您无法使用相关特定功能，但不影响您正常使用Keep App的其他功能。
【同簇句】
iii.
【同簇句】
目前， Keep App 不会主动共享或转让您的个人信息至Keep App外的第三方，如存在其他共享或转让您的个人信息或您需要我们将您的个人信息共享或转让至Keep App外的第三方情形时，我们会直接或确认第三方征得您对上述行为的单独同意，此外，我们会对对外提供信息的行为进行风险评估。
【同簇句】
iv.您可以通过本指引所列途径访问、更正、删除您的个人信息，也可以撤回同意、注销账号、投诉举报以及设置隐私功能。
【同簇句】
七、我们如何使用 Cookie 和同类技术
【同簇句】
本应用的扩展功能为跑步、骑行、行走、社区、饮食工具、身体测试、商城、会员、智能硬件、Keepland、Keep 团队版、站内活动等相关功能。
【同簇句】
注册、登录账号
【同簇句】
A．当您注册、登录Keep App时，您可以通过手机号创建账号，并且您可以完善相关的个人资料（包括头像、昵称、密码），收集这些信息是为了帮助您完成注册。",为了给您提供全方位的运动体验，经过您的授权，我们的客户端会将您主动上传的视频、图片加密上传到服务器进行存储；,1,0,0,"[""inform_decision""]",[],,视频、图片,,,,unknown,句子告知了用户主动上传的视频、图片会被加密上传到服务器存储，属于个人信息处理的知情内容，但未提供用户执行方式或控制路径。
90,,Keep,0,"【参考上下文：簇内语义聚合】以下为与当前隐私政策句同属 HDBSCAN 簇 #2 的其它句子汇总（不含当前句）。仅用于辅助理解主题；最终仍只对当前句抽取 Lab3 行权字段。

如您拒绝开启的，仅会使您无法使用该功能，但并不影响您正常使用 Keep 的其他功能。
【同簇句】
同时，您也可以随时通过相关功能设置取消该权限。
【同簇句】
您也可以随时通过相关功能设置拒绝/取消该权限。
【同簇句】
拒绝提供该权限仅会使您无法使用上述功能，但不影响 Keep 其他功能与服务的正常使用；
【同簇句】
拒绝提供该权限仅会使您无法使用上述功能，但不影响 Keep 其他功能与服务的正常使用；
【同簇句】
如您拒绝提供权限和内容的，仅会使您无法使用该功能，但并不影响您正常使用 Keep 的其他功能。
【同簇句】
同时，您也可以随时通过相关功能设置取消该权限。
【同簇句】
如您拒绝提供的，仅会使您无法使用该功能，但并不影响您正常使用 Keep 的其他功能。
【同簇句】
同时，您也可以随时通过相关功能设置取消该权限。
【同簇句】
如您拒绝授权的，仅会使您无法使用该对应功能，但并不影响您正常使用 Keep 的其他功能。
【同簇句】
同时,您也可以随时通过相关功能设置取消该权限授权。
【同簇句】
若您拒绝提供该权限仅会使您无法使用上述功能，但不影响 Keep 其他功能与服务的正常使用；
【同簇句】
若您拒绝仅会使您无法使用已撤回授权的功能，但不影响 Keep 其他功能与服务的正常使用；
【同簇句】
您可以重置您的浏览器拒绝所有的Cookie ，或者在发送 Cookie 时提示。
【同簇句】
但如果没有 Cookie ，某些网站功能或服务可能无法正常工作。
【同簇句】
如不同意，请你不要使用Keep App。",同时，您也可以随时通过相关功能设置拒绝/取消该权限。,1,1,1,"[""consent"", ""withdraw_consent""]","[""app_ui""]",相关功能设置,该权限,,,验证 App 内是否存在相关功能设置入口，可拒绝或取消权限授权,medium,句子声明用户可随时通过相关功能设置拒绝或取消权限，属于决定权/撤回同意信号，但路径描述较模糊，未指明具体设置位置，可用性风险中等。
91,,Keep,0,"【参考上下文：簇内语义聚合】以下为与当前隐私政策句同属 HDBSCAN 簇 #2 的其它句子汇总（不含当前句）。仅用于辅助理解主题；最终仍只对当前句抽取 Lab3 行权字段。

如您拒绝开启的，仅会使您无法使用该功能，但并不影响您正常使用 Keep 的其他功能。
【同簇句】
同时，您也可以随时通过相关功能设置取消该权限。
【同簇句】
您也可以随时通过相关功能设置拒绝/取消该权限。
【同簇句】
拒绝提供该权限仅会使您无法使用上述功能，但不影响 Keep 其他功能与服务的正常使用；
【同簇句】
同时，您也可以随时通过相关功能设置拒绝/取消该权限。
【同簇句】
如您拒绝提供权限和内容的，仅会使您无法使用该功能，但并不影响您正常使用 Keep 的其他功能。
【同簇句】
同时，您也可以随时通过相关功能设置取消该权限。
【同簇句】
如您拒绝提供的，仅会使您无法使用该功能，但并不影响您正常使用 Keep 的其他功能。
【同簇句】
同时，您也可以随时通过相关功能设置取消该权限。
【同簇句】
如您拒绝授权的，仅会使您无法使用该对应功能，但并不影响您正常使用 Keep 的其他功能。
【同簇句】
同时,您也可以随时通过相关功能设置取消该权限授权。
【同簇句】
若您拒绝提供该权限仅会使您无法使用上述功能，但不影响 Keep 其他功能与服务的正常使用；
【同簇句】
若您拒绝仅会使您无法使用已撤回授权的功能，但不影响 Keep 其他功能与服务的正常使用；
【同簇句】
您可以重置您的浏览器拒绝所有的Cookie ，或者在发送 Cookie 时提示。
【同簇句】
但如果没有 Cookie ，某些网站功能或服务可能无法正常工作。
【同簇句】
如不同意，请你不要使用Keep App。",拒绝提供该权限仅会使您无法使用上述功能，但不影响 Keep 其他功能与服务的正常使用；,1,0,0,"[""inform_decision"", ""consent""]",[],,上述功能所需权限,,,,unknown,句子说明拒绝提供权限的后果，属于知情权和决定权相关说明，但未提供具体执行路径或操作入口。
92,,Keep,0,"【参考上下文：簇内语义聚合】以下为与当前隐私政策句同属 HDBSCAN 簇 #7 的其它句子汇总（不含当前句）。仅用于辅助理解主题；最终仍只对当前句抽取 Lab3 行权字段。

如果您在安装及/或使用过程中拒绝授予我们相应权限的，我们并不会收集您上述对应的信息。
【同簇句】
但当您取消该授权后，我们将不再收集该信息，也无法再为您提供上述与之对应的服务；
【同簇句】
我们保证在未获得您的授权同意情况下，不会将您的画像信息提供给任何第三方向您推送个性化展示的广告信息。
【同簇句】
除此之外，我们不会上传你剪切板的其他信息至我们的服务器。
【同簇句】
但当您取消该授权后，我们将不再收集该信息，也无法再为您提供上述与之对应的服务；
【同簇句】
当您取消该授权后，我们将不再收集该信息，也无法再为您提供上述与之对应的服务；
【同簇句】
但当您取消该授权后，我们将不再收集该信息，也无法再为您提供上述与之对应的服务；
【同簇句】
任何通过使用""运动与健身""而获得的信息，包括体重和心率数据，我们将不会分享给任何第三方，包括广告商及其他代理商，也不会将""运动与健身""的信息用于市场、广告及类似服务中。
【同簇句】
当您取消该授权后，我们将不再收集该信息，也无法再为您提供上述与之对应的服务；
【同簇句】
但当您取消该授权后，我们将不再访问该权限，也无法再为您提供上述与之对应的服务；
【同簇句】
1 我们不会根据敏感类别（例如种族、宗教、性取向或健康状况）向您展示广告。
【同簇句】
2 我们不会与广告主分享可用于识别您个人身份的信息，例如您的姓名或电子邮件地址（除非经您授权同意）；
【同簇句】
3 在任何时候、任何情况下都不会擅自向任何第三方传输或共享您的个人信息，我们只会在法律允许的范围内使用根据本协议获得的信息。
【同簇句】
4 Keep App服务中的第三方服务由外部第三方主体提供，Keep App无法获得您在使用该类第三方服务时产生的信息。
【同簇句】
5 除非经过您的单独同意，否则我们不会向任何人提供您的个人信息。
【同簇句】
但当您取消该授权后，我们将不再收集该信息，也无法再为您提供上述与之对应的服务；
【同簇句】
Keep App不对因您未能保持个人信息的私密性而导致第三方访问您的个人信息进而造成的安全疏漏承担责任。
【同簇句】
您撤回隐私政策授权后，我们将不再处理您的个人信息。
【同簇句】
但我们对于第三方提供的产品或服务没有控制权。
【同簇句】
我们无法控制第三方掌握的您的任何个人信息。
【同簇句】
您在使用第三方产品或服务过程中的信息保护问题，不适用于本政策的管理。
【同簇句】
本政策也不适用于您自行选择提供给第三方的任何信息。
【同簇句】
我们不直接向儿童提供服务，也不将儿童的个人信息用于营销目的。
【同簇句】
但当您取消该授权后，我们将不再为您提供收集该信息，也无法再为您提供升级体验功能服务和扩展功能服务，仅为您提供基本业务功能服务。
【同簇句】
本政策的标题仅为方便阅读而设计，不影响本政策任何条款的含义或解释。",但当您取消该授权后，我们将不再收集该信息，也无法再为您提供上述与之对应的服务；,1,0,0,"[""withdraw_consent""]",[],,该信息（指代授权对应的个人信息）,,,,high,句子提及取消授权后停止收集信息，属于撤回同意信号，但未提供任何具体执行路径或渠道，可用性风险高。
93,,Keep,0,"【参考上下文：簇内语义聚合】以下为与当前隐私政策句同属 HDBSCAN 簇 #5 的其它句子汇总（不含当前句）。仅用于辅助理解主题；最终仍只对当前句抽取 Lab3 行权字段。

若您对本政策有任何问题，请联系：feedback@keep.com，我们会在收到您联系后的15个工作日内完成核查和处理。
【同簇句】
但除非您依照法律的规定删除了您的信息，否则您的取消行为不会影响我们基于您之前的授权进行的信息的处理、存储。
【同簇句】
但除非您依照法律的规定删除了您的信息，否则您的取消行为不会影响我们基于您之前的授权进行的信息的存储或处理。
【同簇句】
但除非您依照法律的规定删除了您的信息，否则您的取消行为不会影响我们基于您之前的授权进行的信息的处理、存储。
【同簇句】
但除非您依照法律的规定删除了您的信息，否则您的取消行为不会影响我们基于您之前的授权进行的信息的处理、存储。
【同簇句】
但除非您依照法律的规定删除了您的信息，否则您的取消行为不会影响我们基于您之前的授权进行的信息处理、存储。
【同簇句】
且除非您依照法律的规定删除了您的信息，否则您的取消行为不会影响我们基于您之前的授权进行的信息的存储或处理。
【同簇句】
您可以自行删除您上传、发布或分享的信息，如要求我们为您删除您的相关信息，请发送邮件到 feedback@keep.com 与我们联络并提出您的要求，我们会在收到后15个工作日内完成并核查和处理。
【同簇句】
且除非您依照法律的规定删除了您的信息，否则您的取消行为不会影响我们基于您之前的授权进行的信息的存储或处理。
【同簇句】
您可以自行从 Keep 账号中删除您的内容或个人信息，或要求我们删除或修改信息，例如您想要删除个人账号，可以发送邮件到 feedback@keep.com 与我们联络并提出您的要求，我们将在收到后15个工作日内联络您并完成核查和处理。
【同簇句】
因此，如果您删除了某些内容，我们可能会在15个工作日内从我们现用的和备用的系统中删除其副本。
【同簇句】
您可以随时复制、导出个人账号名下的内容或将其用于非 Keep 服务，您可以发邮件到 feedback@keep.com 与我们联络并提出您的要求，我们会在收到您联系后的15个工作日内完成核查和处理。
【同簇句】
我们将会在您做出请求后的合理时间内处理您的请求，并且会根据您的请求，此后不再收集、使用和/或披露您的个人信息。
【同簇句】
但您撤回同意或授权的决定，不会影响我们此前基于您的同意而开展的个人信息处理活动的有效性。
【同簇句】
同时，我们将删除您的全部个人信息，除非您重新注册Keep账号，否则将无法继续使用Keep提供的产品功能，请您谨慎操作。
【同簇句】
如果发现个人信息可能被泄露，您可以通过 Keep App 投诉举报，我们将在15个工作日内联络您并完成核查和处理；
【同簇句】
我们设立了个人信息保护工作部门，您可以通过邮箱 feedback@keep.com 或电话 010-86399205 与我们联系，我们将在15个工作日内联络您并完成核查和处理。
【同簇句】
如果发现 Keep App互联网算法推荐存在算法歧视、""大数据杀熟""、流量造假、诱导沉迷等影响正常传播秩序、市场秩序和社会秩序等违规等行为，您可以通过 Keep App 投诉举报，我们将在15个工作日内联络您并完成核查和处理。",但除非您依照法律的规定删除了您的信息，否则您的取消行为不会影响我们基于您之前的授权进行的信息的存储或处理。,1,0,0,"[""inform_decision""]",[],,信息,,,,unknown,句子说明取消授权不影响之前基于授权进行的信息存储或处理，属于知情权说明，但未提供用户执行方式或具体路径。
