app_id,app_pkg,app_name,category_id,data_safety_content,privacy_policy_content,right_claim,method_claim,app_test_candidate,right_types,execution_channels,path_text,target_data,access_copy_type,time_limit,dynamic_test_goal,usability_risk,reason
23,,智联招聘,0,"【参考上下文：簇内语义聚合】以下为与当前隐私政策句同属 HDBSCAN 簇 #11 的其它句子汇总（不含当前句）。仅用于辅助理解主题；最终仍只对当前句抽取 Lab3 行权字段。

在您向我们提供您的任何 敏感个人信息 前，您已慎重考虑并在此确认该等提供是适当的，您在此同意您的 敏感个人信息 可按照本政策所述的目的和方式进行处理。
【同簇句】
我们根据正当、最小必要、透明的原则，基于本政策所述目的，收集和使用您的个人信息。
【同簇句】
如果我们将您的个人信息用于本政策未载明的其它用途，或基于其他特定目的而收集、使用您的个人信息，我们将以合理的方式告知您，并在收集、使用前再次征得您的同意。
【同簇句】
提示您注意：如果您提供的是非您本人的个人信息，请您确保已取得相关主体的同意。
【同簇句】
同时， 请确保您在提供其他人员的个人信息时，已获得其同意。
【同簇句】
在此情况下，您自行提供前述信息即视为您同意我们向您所在高校提供个人信息。
【同簇句】
在以下情形下，我们将向其他个人信息处理者提供您的个人信息，向您告知接收方的名称或者姓名、联系方式、处理目的、处理方式和个人信息的种类， 并取得您的单独同意。
【同簇句】
如您发现我们收集、存储、使用、披露的您的个人信息有错误或不完整的，或者在法律法规规定的其他情况下，您可以通过如下方式进行更正或补充完善。
【同簇句】
对于您的请求，我们将在收到您请求后的15 个工作日内完成身份核验和响应处理 。
【同簇句】
在我们从第三方间接收集您的个人信息前，我们会明确以书面形式（如合作协议、承诺书）要求该第三方在已经取得您明示同意后收集以及处理您的个人信息，并要求第三方对个人信息来源的合法性和合规性以书面协议的形式作出承诺，如第三方有违反行为的，我们会明确要求对方承担相应的法律责任。
【同簇句】
我们会在收到您的意见及建议后的15个工作日内完成身份核验和响应处理。",我们会严格依据本政策以及您的同意处理您的个人信息。,1,0,0,"[""inform_decision"", ""consent""]",[],,个人信息,,,,unknown,句子声明依据政策和用户同意处理个人信息，属于知情权和同意权信号，但未提供任何用户可执行路径或具体控制方式。
24,,智联招聘,0,"【参考上下文：簇内语义聚合】以下为与当前隐私政策句同属 HDBSCAN 簇 #11 的其它句子汇总（不含当前句）。仅用于辅助理解主题；最终仍只对当前句抽取 Lab3 行权字段。

在您向我们提供您的任何 敏感个人信息 前，您已慎重考虑并在此确认该等提供是适当的，您在此同意您的 敏感个人信息 可按照本政策所述的目的和方式进行处理。
【同簇句】
我们会严格依据本政策以及您的同意处理您的个人信息。
【同簇句】
如果我们将您的个人信息用于本政策未载明的其它用途，或基于其他特定目的而收集、使用您的个人信息，我们将以合理的方式告知您，并在收集、使用前再次征得您的同意。
【同簇句】
提示您注意：如果您提供的是非您本人的个人信息，请您确保已取得相关主体的同意。
【同簇句】
同时， 请确保您在提供其他人员的个人信息时，已获得其同意。
【同簇句】
在此情况下，您自行提供前述信息即视为您同意我们向您所在高校提供个人信息。
【同簇句】
在以下情形下，我们将向其他个人信息处理者提供您的个人信息，向您告知接收方的名称或者姓名、联系方式、处理目的、处理方式和个人信息的种类， 并取得您的单独同意。
【同簇句】
如您发现我们收集、存储、使用、披露的您的个人信息有错误或不完整的，或者在法律法规规定的其他情况下，您可以通过如下方式进行更正或补充完善。
【同簇句】
对于您的请求，我们将在收到您请求后的15 个工作日内完成身份核验和响应处理 。
【同簇句】
在我们从第三方间接收集您的个人信息前，我们会明确以书面形式（如合作协议、承诺书）要求该第三方在已经取得您明示同意后收集以及处理您的个人信息，并要求第三方对个人信息来源的合法性和合规性以书面协议的形式作出承诺，如第三方有违反行为的，我们会明确要求对方承担相应的法律责任。
【同簇句】
我们会在收到您的意见及建议后的15个工作日内完成身份核验和响应处理。",我们根据正当、最小必要、透明的原则，基于本政策所述目的，收集和使用您的个人信息。,1,0,0,"[""inform_decision""]",[],,个人信息,,,,unknown,句子声明了个人信息收集使用的原则和目的，属于知情权信号，但未提供任何用户可执行路径或控制方式。
25,,智联招聘,0,"【参考上下文：簇内语义聚合】以下为与当前隐私政策句同属 HDBSCAN 簇 #0 的其它句子汇总（不含当前句）。仅用于辅助理解主题；最终仍只对当前句抽取 Lab3 行权字段。

当您点击""同意""时，代表您已阅读和愿意接受本政策的所有内容，并确认您是年满 16 周岁的用户或者是已满 16 周岁但不满 18 周岁的未成年人的监护人。
【同簇句】
如果您不同意本政策的内容，将无法体验智联招聘完整的产品与/或服务，但您可以进一步选择使用""基础功能""或""浏览模式""。
【同簇句】
本平台仅面向 年满十六周岁 的用户提供产品与/或服务。
【同簇句】
我们不会在明知的情况下收集未满十六周岁未成年人的个人信息。
【同簇句】
若涉及年满十六周岁但不满十八周岁的未成年人使用智联招聘产品与/或服务的，需由其监护人阅读并同意本政策，为其注册账户和填写相关个人信息后方可使用智联招聘产品与/或服务。
【同簇句】
我们不会收集与提供服务无关的个人信息，若您不同意提供基本功能以外服务所需的个人信息被收集使用的，请您不要开启智联招聘应用的各项扩展业务功能。
【同簇句】
此外，如您不希望我们收集您的任何个人信息，我们将为您提供「浏览」模式，在该模式下，您可以浏览智联招聘产品与/或服务的部分内容。
【同簇句】
请注意，当您未登录使用智联招聘产品与/或服务时，我们不会向您提供任何个性化推荐服务。
【同簇句】
（5）除上述情形外，我们不会在未经您同意的情况下向任何第三方共享您的简历信息。
【同簇句】
如果您拒绝提供下述信息，不影响您正常使用 第1.1条的基本服务功能，但我们将无法向您提供相对应的扩展业务功能和服务。
【同簇句】
（华为鸿蒙应用不涉及前述个性化内容推荐功能。
【同簇句】
如您不提供上述信息的，虽不影响您正常使用智联招聘产品与/或服务，但我们可能无法及时向您反馈投诉或咨询的结果，或者无法与您联系以进一步核实您所反馈或者投诉的情况。
【同簇句】
在未征得您同意的情况下，不会有关联启动。
【同簇句】
我们仅会检测您的电话接听状态，用于音视频功能，不会涉及您的电话内容。
【同簇句】
如果您拒绝我们的供应商在提供服务时收集为提供服务所必需的个人信息，将可能导致您在使用智联招聘产品与/或服务的过程中无法享受该供应商提供的服务。
【同簇句】
我们不会与智联招聘以外的任何公司、组织和个人共享您的个人信息。
【同簇句】
如您拒绝提供上述个人信息，第三方服务商将无法为您提供相应服务。
【同簇句】
在该模式下，我们不会继续收集您的任何个人信息，您可以浏览智联招聘产品与/或服务的部分内容。
【同簇句】
如您考虑后仍不同意本政策更新，或对本政策修改、更新的内容有任何异议，您也可以选择停止使用智联招聘产品与/或服务或者注销智联招聘账号。
【同簇句】
未成年人：指年龄不满18周岁的未成年人。",我们不会收集与提供服务无关的个人信息，也不会因您不同意收集非必要个人信息，而拒绝您使用智联招聘App、智联卓聘App的基本功能服务。,1,0,0,"[""inform_decision""]",[],,非必要个人信息,,,,unknown,句子告知用户不会收集无关信息且不会因拒绝非必要信息而拒绝基本服务，属于知情权信号，但未提供任何用户可执行路径或控制方式。
26,,智联招聘,0,"【参考上下文：簇内语义聚合】以下为与当前隐私政策句同属 HDBSCAN 簇 #11 的其它句子汇总（不含当前句）。仅用于辅助理解主题；最终仍只对当前句抽取 Lab3 行权字段。

在您向我们提供您的任何 敏感个人信息 前，您已慎重考虑并在此确认该等提供是适当的，您在此同意您的 敏感个人信息 可按照本政策所述的目的和方式进行处理。
【同簇句】
我们会严格依据本政策以及您的同意处理您的个人信息。
【同簇句】
我们根据正当、最小必要、透明的原则，基于本政策所述目的，收集和使用您的个人信息。
【同簇句】
提示您注意：如果您提供的是非您本人的个人信息，请您确保已取得相关主体的同意。
【同簇句】
同时， 请确保您在提供其他人员的个人信息时，已获得其同意。
【同簇句】
在此情况下，您自行提供前述信息即视为您同意我们向您所在高校提供个人信息。
【同簇句】
在以下情形下，我们将向其他个人信息处理者提供您的个人信息，向您告知接收方的名称或者姓名、联系方式、处理目的、处理方式和个人信息的种类， 并取得您的单独同意。
【同簇句】
如您发现我们收集、存储、使用、披露的您的个人信息有错误或不完整的，或者在法律法规规定的其他情况下，您可以通过如下方式进行更正或补充完善。
【同簇句】
对于您的请求，我们将在收到您请求后的15 个工作日内完成身份核验和响应处理 。
【同簇句】
在我们从第三方间接收集您的个人信息前，我们会明确以书面形式（如合作协议、承诺书）要求该第三方在已经取得您明示同意后收集以及处理您的个人信息，并要求第三方对个人信息来源的合法性和合规性以书面协议的形式作出承诺，如第三方有违反行为的，我们会明确要求对方承担相应的法律责任。
【同簇句】
我们会在收到您的意见及建议后的15个工作日内完成身份核验和响应处理。",如果我们将您的个人信息用于本政策未载明的其它用途，或基于其他特定目的而收集、使用您的个人信息，我们将以合理的方式告知您，并在收集、使用前再次征得您的同意。,1,0,0,"[""inform_decision"", ""consent""]",[],,个人信息,,,,unknown,句子告知了将个人信息用于新用途或新目的时会再次告知并征得同意，属于知情权和同意权信号，但未提供具体执行方式或路径。
27,,智联招聘,0,"【参考上下文：簇内语义聚合】以下为与当前隐私政策句同属 HDBSCAN 簇 #0 的其它句子汇总（不含当前句）。仅用于辅助理解主题；最终仍只对当前句抽取 Lab3 行权字段。

当您点击""同意""时，代表您已阅读和愿意接受本政策的所有内容，并确认您是年满 16 周岁的用户或者是已满 16 周岁但不满 18 周岁的未成年人的监护人。
【同簇句】
如果您不同意本政策的内容，将无法体验智联招聘完整的产品与/或服务，但您可以进一步选择使用""基础功能""或""浏览模式""。
【同簇句】
本平台仅面向 年满十六周岁 的用户提供产品与/或服务。
【同簇句】
我们不会在明知的情况下收集未满十六周岁未成年人的个人信息。
【同簇句】
若涉及年满十六周岁但不满十八周岁的未成年人使用智联招聘产品与/或服务的，需由其监护人阅读并同意本政策，为其注册账户和填写相关个人信息后方可使用智联招聘产品与/或服务。
【同簇句】
我们不会收集与提供服务无关的个人信息，若您不同意提供基本功能以外服务所需的个人信息被收集使用的，请您不要开启智联招聘应用的各项扩展业务功能。
【同簇句】
此外，如您不希望我们收集您的任何个人信息，我们将为您提供「浏览」模式，在该模式下，您可以浏览智联招聘产品与/或服务的部分内容。
【同簇句】
我们不会收集与提供服务无关的个人信息，也不会因您不同意收集非必要个人信息，而拒绝您使用智联招聘App、智联卓聘App的基本功能服务。
【同簇句】
（5）除上述情形外，我们不会在未经您同意的情况下向任何第三方共享您的简历信息。
【同簇句】
如果您拒绝提供下述信息，不影响您正常使用 第1.1条的基本服务功能，但我们将无法向您提供相对应的扩展业务功能和服务。
【同簇句】
（华为鸿蒙应用不涉及前述个性化内容推荐功能。
【同簇句】
如您不提供上述信息的，虽不影响您正常使用智联招聘产品与/或服务，但我们可能无法及时向您反馈投诉或咨询的结果，或者无法与您联系以进一步核实您所反馈或者投诉的情况。
【同簇句】
在未征得您同意的情况下，不会有关联启动。
【同簇句】
我们仅会检测您的电话接听状态，用于音视频功能，不会涉及您的电话内容。
【同簇句】
如果您拒绝我们的供应商在提供服务时收集为提供服务所必需的个人信息，将可能导致您在使用智联招聘产品与/或服务的过程中无法享受该供应商提供的服务。
【同簇句】
我们不会与智联招聘以外的任何公司、组织和个人共享您的个人信息。
【同簇句】
如您拒绝提供上述个人信息，第三方服务商将无法为您提供相应服务。
【同簇句】
在该模式下，我们不会继续收集您的任何个人信息，您可以浏览智联招聘产品与/或服务的部分内容。
【同簇句】
如您考虑后仍不同意本政策更新，或对本政策修改、更新的内容有任何异议，您也可以选择停止使用智联招聘产品与/或服务或者注销智联招聘账号。
【同簇句】
未成年人：指年龄不满18周岁的未成年人。",请注意，当您未登录使用智联招聘产品与/或服务时，我们不会向您提供任何个性化推荐服务。,1,0,0,"[""inform_decision""]",[],,个性化推荐服务,,,,unknown,句子告知用户未登录时不提供个性化推荐服务，属于知情权信号，但未提供用户执行方式或控制入口。
28,,智联招聘,0,"【参考上下文：簇内语义聚合】以下为与当前隐私政策句同属 HDBSCAN 簇 #7 的其它句子汇总（不含当前句）。仅用于辅助理解主题；最终仍只对当前句抽取 Lab3 行权字段。

更新日期：2023年09月26日
【同簇句】
生效日期：2023年10月03日
【同簇句】
版本：2023 V3
【同簇句】
如果您发现我们无意收集了未成年人的个人信息，请您立即通知我们，我们会尽快设法删除相关数据。
【同簇句】
扩展业务功能及所需的信息
【同簇句】
为了增加平台上其他相关用户对您的了解，向您提供更多业务功能与服务，您可根据需要自主决定是否提供下述信息。
【同簇句】
向您提供产品与/或服务过程中您自主提供的个人信息
【同簇句】
查看、搜索基于地理位置的职位
【同簇句】
向您提供产品与/或服务过程中我们主动收集的个人信息
【同簇句】
我们从第三方获取的您的个人信息
【同簇句】
Cookie可能会存储用户偏好及其他信息。
【同簇句】
为了向您提供更完善、更优质的产品和服务，某些功能可能由我们的技术服务合作方提供，我们可能会委托合作方（包括技术服务提供方）处理您的某些个人信息。
【同簇句】
在您购买上述服务/产品后，为了您能正常使用，基于您的单独同意，我们可能会与第三方服务商等合作方在必要范围内共享您的某些个人信息。
【同簇句】
访问或更正您的个人信息
【同簇句】
删除您的个人信息
【同簇句】
在以下情形中，您可以向我们提出删除您个人信息的请求，但已做数据匿名化处理或法律法规另有规定的除外：
【同簇句】
我们停止提供产品或者服务，或者保存期限已届满；
【同簇句】
当我们决定响应您的删除请求时，我们将尽快从智联招聘服务器中删除您的信息，但法律法规另有规定的除外。
【同簇句】
请您知悉，我们可能不会将您需要删除的信息立即从备份系统中删除，但会在备份系统更新时及时删除。
【同簇句】
请您知悉，在注销账号后，除非根据法律法规规定需要留存个人信息的，我们将及时删除您的个人信息或对其作匿名化处理。
【同簇句】
请您理解，我们可在我们认为必需时（例如当我们暂停服务进行维修时）不时通过本平台向您发出与服务有关的公告。
【同簇句】
获取您的个人信息副本
【同簇句】
您有权获取您的个人信息副本。
【同簇句】
对于需要过多技术手段（例如，需要开发新系统或从根本上改变现行惯例）、或存在其他显著困难的请求，我们将为您提供替代方法。
【同簇句】
我们会将在中国境内运营所收集和产生的个人信息存储在中国大陆境内。
【同簇句】
超出上述存储期限后，我们将对您的个人信息进行删除或匿名化处理。
【同簇句】
如我们因经营不善或其他原因出现停止运营的情况，除非法律法规或规范性文件另有规定，我们将会向您告知此类情况，并及时停止对您个人信息进行收集，同时删除已收集到的个人信息或对其做匿名化处理。
【同簇句】
（4）我们不时为您提供的其他产品与/或服务。
【同簇句】
删除：指在实现日常业务功能所涉及的系统中去除个人信息的行为，使其保持不可被检索、访问的状态。
【同簇句】
中国大陆或中国大陆境内：指中华人民共和国大陆地区（不包含香港特别行政区、澳门特别行政区和台湾地区）。",基本业务功能及所需的信息,0,0,0,[],[],,,,,,unknown,句子仅为标题性描述，未声明任何用户隐私权利或执行方式。
29,,智联招聘,0,"【参考上下文：簇内语义聚合】以下为与当前隐私政策句同属 HDBSCAN 簇 #17 的其它句子汇总（不含当前句）。仅用于辅助理解主题；最终仍只对当前句抽取 Lab3 行权字段。

智联招聘产品与/或服务（详情请查阅《智联招聘隐私政策》第11条： 关键词定义 ）是由北京网聘信息技术有限公司（注册地址为：北京市朝阳区望京阜荣街10号）及其关联公司（以下统称""我们""）为 用户 （包括求职者用户和招聘者用户（含猎头用户和用人单位），以下简称""您""，详情请查阅 关键词定义 ）通过智联招聘App（详情请查阅《智联招聘隐私政策》第11条： 关键词定义 ）、智联招聘网站（zhaopin.com）、智联卓聘App、智联推推网站及小程序以及我们现在或将来还可能为您提供其他客户端（以下统称""本平台""）提供的在线求职招聘产品与/或服务。
【同簇句】
智联推推
【同簇句】
在智联招聘App、智联卓聘App，借助于Cookie和其他类似技术，我们可以在您每次使用智联招聘产品与/或服务时识别您是否属于我们的用户，而不必在每个页面上重新登录和验证。
【同簇句】
智联招聘App：指由智联招聘及其关联公司开发的""智联招聘App""及其各个版本，用户既可以作为招聘者在智联招聘App上发布招聘信息，也可自由切换至求职者身份，从而发现职位信息并进行投递。
【同簇句】
智联卓聘App：指由智联招聘及其关联公司开发的""智联卓聘App""及其各个版本，用户可以作为求职者在App上向猎头和招聘方投递简历。
【同簇句】
智联推推：指由智联招聘及其关联公司开发的智联推推一站式线上内推系统，包括""智联推推""网页及微信小程序及其各个版本以及将来还可能为您提供的其他客户端，用户可以作为招聘者在智联推推上发布内推职位、设置奖励方案并发放奖励等。
【同簇句】
智联招聘产品与/或服务：指智联招聘向您提供的以下产品与/或服务：（1）通过智联招聘网站（zhaopin.com）提供的智联招聘产品与/或服务；
【同簇句】
（2）通过智联招聘App提供的智联招聘产品与/或服务；
【同簇句】
（3）通过智联卓聘App提供的智联招聘产品与/或服务；
【同簇句】
关联公司：指智联招聘合并报表范围内的下属公司或其他关联企业，且该公司/企业现在或将来与指由北京网聘信息技术有限公司具有控制、受控制或处于其他企业的共同控制下的关系。
【同簇句】
用户或您：指使用智联招聘产品与/或服务的求职者用户和招聘者用户（含猎头用户和用人单位）。",智联招聘App、智联卓聘App基本业务功能为「求职招聘信息交换」功能，此功能下必要个人信息为：您的移动电话号码和您提供的简历信息。,1,0,0,"[""inform_decision""]",[],,移动电话号码、简历信息,,,,unknown,句子告知了基本业务功能所需的必要个人信息类型，属于知情权信号，但未提供任何用户执行方式或控制路径。
30,,智联招聘,0,"【参考上下文：簇内语义聚合】以下为与当前隐私政策句同属 HDBSCAN 簇 #3 的其它句子汇总（不含当前句）。仅用于辅助理解主题；最终仍只对当前句抽取 Lab3 行权字段。

实名认证与招聘者员工身份认证
【同簇句】
（1）招聘者用户的实名认证：
【同簇句】
（2）招聘者用户的员工身份认证：
【同簇句】
（3）如您是猎头用户，为确保招聘安全，基于您的单独同意，您需要向我们提供您的身份信息（包括真实姓名、性别、 身份证号 ）并上传您 手持身份证照片 ，以进行实名认证。
【同簇句】
此外，为证明您为专业招聘人士的真实身份，您还需要进行从业认证，包括填写公司名称、营业执照号码，上传营业执照、您的在职证明和您签字确认并加盖您所在公司公章的《卓聘猎头诚信联盟承诺函》（选填）以及《人力资源服务许可证》进行企业资质审核。
【同簇句】
此外，如您幸运获奖，我们需要对您进行实名认证，以便向您发放奖励，为此，您需要向我们提供姓名、身份证号、银行卡号，并进行人脸识别身份核验。
【同簇句】
为确保安全，我们可能会先要求验证您用户（求职者用户/招聘者用户）的身份，然后再处理您的请求。",除此以外，基于法律法规要求，出于保障招聘安全的需要，您还需要配合实名制认证，依法提供实名信息以便核验您的真实身份。,1,0,0,"[""inform_decision""]",[],,实名信息,,,,unknown,句子告知用户需提供实名信息用于实名制认证，属于知情权信号，但未提供用户执行方式或具体路径。
31,,智联招聘,0,"【参考上下文：簇内语义聚合】以下为与当前隐私政策句同属 HDBSCAN 簇 #4 的其它句子汇总（不含当前句）。仅用于辅助理解主题；最终仍只对当前句抽取 Lab3 行权字段。

（1）当您作为求职者用户和招聘者用户注册智联招聘账号并使用智联招聘App时，您需要向我们提供您的手机号码，我们会向您的手机号码发送短信验证码，以验证您所注册的手机号码有效。
【同簇句】
当您作为猎头用户进行注册时，您还需要向我们提供您的邮箱并设置密码，以便我们为您注册智联招聘账号。
【同簇句】
当您作为求职者用户注册智联招聘账号并使用智联卓聘App时，您需要向我们提供您的手机号码，我们会向您的手机号码发送短信验证码，以验证您所注册的手机号码有效。
【同簇句】
根据我国法律法规及出于安全保障目的，如您不提供手机号码进行核验，将导致注册失败，故无法使用本平台的相关功能。
【同簇句】
（2）当您作为求职者用户和招聘者用户进行登录智联招聘App时，您需要向我们提供您注册时的手机号码，并在获取验证码后进行登录。
【同簇句】
提示您注意，若您提供的手机号码未在本平台进行注册过，我们将通过快速注册方式直接为您注册智联招聘账号并为您登录。
【同簇句】
当您作为求职者用户和招聘者用户进行登录智联卓聘App时，您需要向我们提供您注册时的手机号码或邮箱及已设置密码，以验证您的身份。
【同簇句】
当您作为猎头用户进行登录时，您需要向我们提供您注册时的邮箱和已设置的密码，我们将通过您的邮箱和密码验证您的身份。
【同簇句】
（3）针对此前使用 用户名 （和/或 邮箱地址 ）进行注册的部分老用户，您可以继续通过输入您注册时的 用户名 （和/或 邮箱地址 ）和密码的方式进行登录。
【同簇句】
但根据相关法律法规要求，还可能需要提供您的手机号码和相应的验证码进行验证。
【同簇句】
（4）当您忘记登录密码需要找回密码时，您需要向我们提供您注册时所用的邮箱地址或手机号码，我们会向该邮箱或手机号码发送验证码，待验证成功后，您可以通过输入新密码重新登录。
【同簇句】
为便于您与候选人和招聘企业进行沟通和联系，您需要提供您的手机号码，我们会向您的手机号码发送短信验证码，以验证您所提供手机号码的有效性。
【同簇句】
如您不方便提供您的手机号码，您还可以留下您的社交联系信息（包括微信、QQ）。
【同簇句】
同时，如果您报名了您所在高校的空中双选会活动，我们可能会向您注册时填写的手机号码发送报名成功的通知。
【同簇句】
为匹配您的身份，我们可能会处理系统生成的用户ID和您的手机号码。
【同簇句】
我们可能通过手机号码与您联系，此外您可以选择留下您的联系方式，以便我们的客服人员有需要核对信息时及时与您取得联系。
【同簇句】
第三方跳转登录
【同簇句】
当您使用第三方账号（包括微信、微博、QQ）跳转登录时，可选择授权我们读取并获得您在该第三方平台上公开的信息（包括昵称、性别、openid、年龄、头像）。
【同簇句】
获取上述信息是为了记住您作为智联招聘用户的登录身份，并将您的第三方账号与智联招聘账号进行绑定。
【同簇句】
如您需要取消上述第三方账号与智联招聘账号的绑定，您可以通过本政策 第9条提供的方式联系我们。
【同簇句】
一键登录
【同簇句】
例如，在进行人脸识别过程中，腾讯云计算（北京）有限责任公司、北京旷视科技有限公司将受智联委托，为向您提供人脸识别服务，您的 身份证号 、真实姓名、 人脸 图片将被传输给腾讯云计算（北京）有限责任公司、北京旷视科技有限公司用于做人脸识别验证。
【同簇句】
您有权随时登录并访问您的智联招聘账号，查看您的个人信息。
【同簇句】
注销您的账号
【同簇句】
除非法律法规另有规定或本政策另有约定，您可以通过下列方式注销您的智联招聘账号：
【同簇句】
如您是 求职者用户 ，您可以通过智联招聘 App、智联卓聘 App 端中的"" 我的 ""-"" 隐私中心 ""-"" 注销账号 ""功能来注销您的智联招聘账号。
【同簇句】
如您是 招聘者用户 ，您可以通过智联招聘 App 端中的"" 我的 ""-"" 设置 ""-"" 注销账号 ""或智联招聘网页端中的"" 个人信息 ""-"" 隐私中心 ""-"" 注销账号 ""功能来注销您的智联招聘账号。
【同簇句】
您注销账号的行为是不可逆的，一旦您的账号被注销，我们将不再为您提供智联招聘产品与/或服务，也不再收集您的个人信息，因此我们建议您谨慎选择注销账号。
【同簇句】
详情请参见《智联招聘账号注销须知》。
【同簇句】
（ii）拨打客服热线（仅限工作时间）400-885-9898；
【同簇句】
（iii）关注智联客服微信公众号（微信号zhiliankefu）后点击""客服-在线客服""；
【同簇句】
（iv）联系智联推推微信客服（微信号zhiliantuitui）或拨打客服热线021-23068800-66474（适用于智联推推招聘者用户）；",注册/登录账号,1,0,0,"[""inform_decision""]",[],,注册/登录账号,,,,unknown,句子仅提及注册/登录账号，属于个人信息处理中的收集环节，涉及知情权，但未提供任何用户权利执行方式或具体路径。
32,,智联招聘,0,"【参考上下文：簇内语义聚合】以下为与当前隐私政策句同属 HDBSCAN 簇 #4 的其它句子汇总（不含当前句）。仅用于辅助理解主题；最终仍只对当前句抽取 Lab3 行权字段。

注册/登录账号
【同簇句】
当您作为猎头用户进行注册时，您还需要向我们提供您的邮箱并设置密码，以便我们为您注册智联招聘账号。
【同簇句】
当您作为求职者用户注册智联招聘账号并使用智联卓聘App时，您需要向我们提供您的手机号码，我们会向您的手机号码发送短信验证码，以验证您所注册的手机号码有效。
【同簇句】
根据我国法律法规及出于安全保障目的，如您不提供手机号码进行核验，将导致注册失败，故无法使用本平台的相关功能。
【同簇句】
（2）当您作为求职者用户和招聘者用户进行登录智联招聘App时，您需要向我们提供您注册时的手机号码，并在获取验证码后进行登录。
【同簇句】
提示您注意，若您提供的手机号码未在本平台进行注册过，我们将通过快速注册方式直接为您注册智联招聘账号并为您登录。
【同簇句】
当您作为求职者用户和招聘者用户进行登录智联卓聘App时，您需要向我们提供您注册时的手机号码或邮箱及已设置密码，以验证您的身份。
【同簇句】
当您作为猎头用户进行登录时，您需要向我们提供您注册时的邮箱和已设置的密码，我们将通过您的邮箱和密码验证您的身份。
【同簇句】
（3）针对此前使用 用户名 （和/或 邮箱地址 ）进行注册的部分老用户，您可以继续通过输入您注册时的 用户名 （和/或 邮箱地址 ）和密码的方式进行登录。
【同簇句】
但根据相关法律法规要求，还可能需要提供您的手机号码和相应的验证码进行验证。
【同簇句】
（4）当您忘记登录密码需要找回密码时，您需要向我们提供您注册时所用的邮箱地址或手机号码，我们会向该邮箱或手机号码发送验证码，待验证成功后，您可以通过输入新密码重新登录。
【同簇句】
为便于您与候选人和招聘企业进行沟通和联系，您需要提供您的手机号码，我们会向您的手机号码发送短信验证码，以验证您所提供手机号码的有效性。
【同簇句】
如您不方便提供您的手机号码，您还可以留下您的社交联系信息（包括微信、QQ）。
【同簇句】
同时，如果您报名了您所在高校的空中双选会活动，我们可能会向您注册时填写的手机号码发送报名成功的通知。
【同簇句】
为匹配您的身份，我们可能会处理系统生成的用户ID和您的手机号码。
【同簇句】
我们可能通过手机号码与您联系，此外您可以选择留下您的联系方式，以便我们的客服人员有需要核对信息时及时与您取得联系。
【同簇句】
第三方跳转登录
【同簇句】
当您使用第三方账号（包括微信、微博、QQ）跳转登录时，可选择授权我们读取并获得您在该第三方平台上公开的信息（包括昵称、性别、openid、年龄、头像）。
【同簇句】
获取上述信息是为了记住您作为智联招聘用户的登录身份，并将您的第三方账号与智联招聘账号进行绑定。
【同簇句】
如您需要取消上述第三方账号与智联招聘账号的绑定，您可以通过本政策 第9条提供的方式联系我们。
【同簇句】
一键登录
【同簇句】
例如，在进行人脸识别过程中，腾讯云计算（北京）有限责任公司、北京旷视科技有限公司将受智联委托，为向您提供人脸识别服务，您的 身份证号 、真实姓名、 人脸 图片将被传输给腾讯云计算（北京）有限责任公司、北京旷视科技有限公司用于做人脸识别验证。
【同簇句】
您有权随时登录并访问您的智联招聘账号，查看您的个人信息。
【同簇句】
注销您的账号
【同簇句】
除非法律法规另有规定或本政策另有约定，您可以通过下列方式注销您的智联招聘账号：
【同簇句】
如您是 求职者用户 ，您可以通过智联招聘 App、智联卓聘 App 端中的"" 我的 ""-"" 隐私中心 ""-"" 注销账号 ""功能来注销您的智联招聘账号。
【同簇句】
如您是 招聘者用户 ，您可以通过智联招聘 App 端中的"" 我的 ""-"" 设置 ""-"" 注销账号 ""或智联招聘网页端中的"" 个人信息 ""-"" 隐私中心 ""-"" 注销账号 ""功能来注销您的智联招聘账号。
【同簇句】
您注销账号的行为是不可逆的，一旦您的账号被注销，我们将不再为您提供智联招聘产品与/或服务，也不再收集您的个人信息，因此我们建议您谨慎选择注销账号。
【同簇句】
详情请参见《智联招聘账号注销须知》。
【同簇句】
（ii）拨打客服热线（仅限工作时间）400-885-9898；
【同簇句】
（iii）关注智联客服微信公众号（微信号zhiliankefu）后点击""客服-在线客服""；
【同簇句】
（iv）联系智联推推微信客服（微信号zhiliantuitui）或拨打客服热线021-23068800-66474（适用于智联推推招聘者用户）；",（1）当您作为求职者用户和招聘者用户注册智联招聘账号并使用智联招聘App时，您需要向我们提供您的手机号码，我们会向您的手机号码发送短信验证码，以验证您所注册的手机号码有效。,1,0,0,"[""inform_decision""]",[],,手机号码,,,,unknown,句子告知了收集手机号码及发送验证码的目的，属于知情权信号，但未提供用户可执行的权利操作路径。
